,Name,Position,Team,Salary,Year
411,Paul Millsap, PF,Denver Nuggets,"$31,269,231",2018
412,Kyle Lowry, PG,Toronto Raptors,"$31,200,000",2018
413,Gordon Hayward, SF,Boston Celtics,"$29,727,900",2018
414,Mike Conley, PG,Memphis Grizzlies,"$28,530,608",2018
415,Russell Westbrook, PG,Oklahoma City Thunder,"$28,530,608",2018
416,James Harden, PG,Houston Rockets,"$28,299,399",2018
417,DeMar DeRozan, SG,Toronto Raptors,"$27,739,975",2018
418,Al Horford, C,Boston Celtics,"$27,734,406",2018
419,Carmelo Anthony, F,Oklahoma City Thunder,"$26,243,760",2018
420,Damian Lillard, PG,Portland Trail Blazers,"$26,153,057",2018
421,Otto Porter Jr., SF,Washington Wizards,"$26,011,913",2018
422,Jrue Holiday, PG,New Orleans Pelicans,"$25,686,667",2018
423,Bradley Beal, SG,Washington Wizards,"$25,434,263",2018
424,Andre Drummond, C,Detroit Pistons,"$25,434,263",2018
425,Hassan Whiteside, C,Miami Heat,"$25,434,262",2018
426,Joel Embiid, C,Philadelphia 76ers,"$25,250,000",2018
427,Chris Paul, PG,Houston Rockets,"$24,599,495",2018
428,Giannis Antetokounmpo, PF,Milwaukee Bucks,"$24,157,303",2018
429,Kevin Love, PF,Cleveland Cavaliers,"$24,119,025",2018
430,Nicolas Batum, SF,Charlotte Hornets,"$24,000,000",2018
431,CJ McCollum, SG,Portland Trail Blazers,"$23,962,573",2018
432,Dwight Howard, C,Charlotte Hornets,"$23,819,725",2018
433,Anthony Davis, PF,New Orleans Pelicans,"$23,775,506",2018
434,Chandler Parsons, SF,Memphis Grizzlies,"$23,112,004",2018
435,Harrison Barnes, SF,Dallas Mavericks,"$23,112,004",2018
436,Brook Lopez, C,Los Angeles Lakers,"$22,642,650",2018
437,Marc Gasol, C,Memphis Grizzlies,"$22,642,350",2018
438,DeAndre Jordan, C,LA Clippers,"$22,642,350",2018
439,Steven Adams, C,Oklahoma City Thunder,"$22,471,910",2018
440,Rudy Gobert, C,Utah Jazz,"$21,924,719",2018
441,Serge Ibaka, C,Toronto Raptors,"$21,666,667",2018
442,LaMarcus Aldridge, C,San Antonio Spurs,"$21,461,010",2018
443,Victor Oladipo, SG,Indiana Pacers,"$21,000,000",2018
444,Danilo Gallinari, SF,LA Clippers,"$20,559,599",2018
445,Ryan Anderson, PF,Houston Rockets,"$19,578,455",2018
446,Paul George, SF,Oklahoma City Thunder,"$19,508,958",2018
447,Jimmy Butler, SG,Minnesota Timberwolves,"$19,301,070",2018
448,Tyler Johnson, SG,Miami Heat,"$19,245,370",2018
449,John Wall, PG,Washington Wizards,"$19,169,800",2018
450,Jeff Teague, PG,Minnesota Timberwolves,"$19,000,000",2018
451,George Hill, PG,Sacramento Kings,"$19,000,000",2018
452,Kawhi Leonard, SF,San Antonio Spurs,"$18,868,626",2018
453,Kyrie Irving, PG,Boston Celtics,"$18,868,626",2018
454,Enes Kanter, C,New York Knicks,"$18,622,514",2018
455,Joakim Noah, C,New York Knicks,"$18,530,000",2018
456,Allen Crabbe, SG,Brooklyn Nets,"$18,500,000",2018
457,Goran Dragic, PG,Miami Heat,"$18,109,175",2018
458,Kent Bazemore, SG,Atlanta Hawks,"$18,089,887",2018
459,DeMarcus Cousins, C,New Orleans Pelicans,"$18,063,850",2018
460,Wesley Matthews, SG,Dallas Mavericks,"$17,884,176",2018
461,Klay Thompson, SG,Golden State Warriors,"$17,826,150",2018
462,Kentavious Caldwell-Pope, SG,Los Angeles Lakers,"$17,745,894",2018
463,Draymond Green, PF,Golden State Warriors,"$17,469,565",2018
464,Tristan Thompson, C,Cleveland Cavaliers,"$17,469,565",2018
465,Tim Hardaway Jr., G,New York Knicks,"$17,325,000",2018
466,Luol Deng, SF,Los Angeles Lakers,"$17,190,000",2018
467,Evan Turner, SG,Portland Trail Blazers,"$17,131,148",2018
468,Reggie Jackson, PG,Detroit Pistons,"$17,043,478",2018
469,Bismack Biyombo, C,Orlando Magic,"$17,000,000",2018
470,Evan Fournier, SG,Orlando Magic,"$17,000,000",2018
471,Jonas Valanciunas, C,Toronto Raptors,"$16,539,326",2018
472,Pau Gasol, C,San Antonio Spurs,"$16,000,000",2018
473,Timofey Mozgov, C,Brooklyn Nets,"$16,000,000",2018
474,Ian Mahinmi, C,Washington Wizards,"$15,944,154",2018
475,Dennis Schroder, PG,Atlanta Hawks,"$15,500,000",2018
476,Tony Parker, PG,San Antonio Spurs,"$15,453,126",2018
477,DeMarre Carroll, SF,Brooklyn Nets,"$15,400,000",2018
478,Eric Bledsoe, PG,Phoenix Suns,"$15,000,000",2018
479,Andre Iguodala, SG,Golden State Warriors,"$14,814,815",2018
480,JR Smith, SG,Cleveland Cavaliers,"$14,720,000",2018
481,James Johnson, PF,Miami Heat,"$14,651,700",2018
482,Robin Lopez, C,Chicago Bulls,"$14,357,750",2018
483,Ricky Rubio, PG,Utah Jazz,"$14,275,000",2018
484,Joe Ingles, SF,Utah Jazz,"$14,136,364",2018
485,Gorgui Dieng, C,Minnesota Timberwolves,"$14,112,360",2018
486,Marvin Williams, PF,Charlotte Hornets,"$14,087,500",2018
487,Mason Plumlee, PF,Denver Nuggets,"$14,041,096",2018
488,Taj Gibson, PF,Minnesota Timberwolves,"$14,000,000",2018
489,Thaddeus Young, PF,Indiana Pacers,"$13,964,045",2018
490,Brandon Knight, PG,Cleveland Cavaliers,"$13,618,750",2018
491,Cody Zeller, C,Charlotte Hornets,"$13,528,090",2018
492,Michael Kidd-Gilchrist, SF,Charlotte Hornets,"$13,000,000",2018
493,Tyson Chandler, C,Phoenix Suns,"$13,000,000",2018
494,Eric Gordon, SG,Houston Rockets,"$12,943,020",2018
495,Kenneth Faried, PF,Denver Nuggets,"$12,921,348",2018
496,Marcin Gortat, C,Washington Wizards,"$12,782,609",2018
497,Nikola Vucevic, C,Orlando Magic,"$12,750,000",2018
498,Austin Rivers, PG,LA Clippers,"$12,650,000",2018
499,Kelly Olynyk, PF,Miami Heat,"$12,537,527",2018
500,Jeremy Lin, PG,Brooklyn Nets,"$12,516,746",2018
501,Nikola Mirotic, PF,Chicago Bulls,"$12,500,000",2018
502,Miles Plumlee, C,Atlanta Hawks,"$12,500,000",2018
503,Zach Randolph, F,Sacramento Kings,"$12,307,692",2018
504,Courtney Lee, SG,New York Knicks,"$12,253,780",2018
505,Solomon Hill, SF,New Orleans Pelicans,"$12,236,535",2018
506,Nikola Pekovic, C,Minnesota Timberwolves,"$12,100,000",2018
507,Wilson Chandler, SF,Denver Nuggets,"$12,016,854",2018
508,Kemba Walker, PG,Charlotte Hornets,"$12,000,000",2018
509,Derrick Favors, PF,Utah Jazz,"$12,000,000",2018
510,Dion Waiters, SG,Miami Heat,"$11,550,000",2018
511,John Henson, F,Milwaukee Bucks,"$11,327,466",2018
512,Omer Asik, C,Chicago Bulls,"$11,286,516",2018
513,Monta Ellis, SG,Indiana Pacers,"$11,227,000",2018
514,Alec Burks, SG,Utah Jazz,"$10,845,506",2018
515,Patty Mills, PG,San Antonio Spurs,"$10,714,286",2018
516,Tony Snell, SG,Milwaukee Bucks,"$10,607,143",2018
517,Mirza Teletovic, PF,Milwaukee Bucks,"$10,500,000",2018
518,Terrence Ross, SG,Orlando Magic,"$10,500,000",2018
519,Bojan Bogdanovic, SF,Indiana Pacers,"$10,500,000",2018
520,Robert Covington, SF,Philadelphia 76ers,"$10,464,092",2018
521,Iman Shumpert, SG,Cleveland Cavaliers,"$10,337,079",2018
522,Maurice Harkless, SF,Portland Trail Blazers,"$10,162,922",2018
523,Jon Leuer, PF,Detroit Pistons,"$10,002,681",2018
524,Danny Green, SG,San Antonio Spurs,"$10,000,000",2018
525,Jared Dudley, SF,Phoenix Suns,"$10,000,000",2018
526,Al Jefferson, C,Indiana Pacers,"$10,000,000",2018
527,Meyers Leonard, PF,Portland Trail Blazers,"$9,904,495",2018
528,Matthew Dellavedova, PG,Milwaukee Bucks,"$9,607,500",2018
529,Bogdan Bogdanovic, SG,Sacramento Kings,"$9,412,280",2018
530,Norman Powell, SF,Toronto Raptors,"$9,367,200",2018
531,Josh Richardson, SG,Miami Heat,"$9,367,200",2018
532,Andre Roberson, SG,Oklahoma City Thunder,"$9,259,260",2018
533,Dwight Powell, PF,Dallas Mavericks,"$9,003,125",2018
534,Gerald Henderson, SG,Philadelphia 76ers,"$9,000,000",2018
535,Avery Bradley, SG,LA Clippers,"$8,808,989",2018
536,Markieff Morris, PF,Washington Wizards,"$8,600,000",2018
537,Jerryd Bayless, PG,Philadelphia 76ers,"$8,575,916",2018
538,JaMychal Green, PF,Memphis Grizzlies,"$8,533,333",2018
539,Cristiano Felicio, PF,Chicago Bulls,"$8,470,980",2018
540,E'Twaun Moore, G,New Orleans Pelicans,"$8,445,024",2018
541,Rudy Gay, SF,San Antonio Spurs,"$8,406,000",2018
542,Kosta Koufos, C,Sacramento Kings,"$8,393,000",2018
543,Markelle Fultz, PG,Philadelphia 76ers,"$8,339,880",2018
544,Kevin Garnett, PF,Minnesota Timberwolves,"$8,000,000",2018
545,Yi Jianlian, SF,Los Angeles Lakers,"$8,000,000",2018
546,Vince Carter, SF,Sacramento Kings,"$8,000,000",2018
547,Cory Joseph, PG,Indiana Pacers,"$7,945,000",2018
548,CJ Miles, SF,Toronto Raptors,"$7,936,509",2018
549,Shaun Livingston, PG,Golden State Warriors,"$7,692,308",2018
550,PJ Tucker, SF,Houston Rockets,"$7,590,035",2018
551,Corey Brewer, SG,Oklahoma City Thunder,"$7,579,366",2018
552,Andrew Wiggins, SF,Minnesota Timberwolves,"$7,574,323",2018
553,Kyle Korver, SG,Cleveland Cavaliers,"$7,560,000",2018
554,Boris Diaw, C,Utah Jazz,"$7,500,000",2018
555,Jeremy Lamb, SG,Charlotte Hornets,"$7,488,372",2018
556,Darrell Arthur, F,Denver Nuggets,"$7,464,912",2018
557,Trevor Ariza, SF,Houston Rockets,"$7,420,912",2018
558,Channing Frye, PF,Los Angeles Lakers,"$7,420,912",2018
559,Festus Ezeli, C,Portland Trail Blazers,"$7,400,000",2018
560,Al-Farouq Aminu, PF,Portland Trail Blazers,"$7,319,035",2018
561,Cole Aldrich, C,Minnesota Timberwolves,"$7,300,000",2018
562,D.J. Augustin, PG,Orlando Magic,"$7,250,000",2018
563,Dewayne Dedmon, C,Atlanta Hawks,"$7,200,000",2018
564,Lance Thomas, SF,New York Knicks,"$7,119,650",2018
565,D'Angelo Russell, PG,Brooklyn Nets,"$7,019,698",2018
566,Boban Marjanovic, C,LA Clippers,"$7,000,000",2018
567,Langston Galloway, SG,Detroit Pistons,"$7,000,000",2018
568,Jae Crowder, PF,Utah Jazz,"$6,796,117",2018
569,Carl Landry, PF,Philadelphia 76ers,"$6,500,000",2018
570,Ben Simmons, PG,Philadelphia 76ers,"$6,434,520",2018
571,Tim Duncan, C,San Antonio Spurs,"$6,393,750",2018
572,Andrew Nicholson, PF,Portland Trail Blazers,"$6,362,998",2018
573,Ed Davis, PF,Portland Trail Blazers,"$6,352,531",2018
574,Lonzo Ball, PG,Los Angeles Lakers,"$6,286,560",2018
575,Isaiah Thomas, PG,Los Angeles Lakers,"$6,261,395",2018
576,Karl-Anthony Towns, C,Minnesota Timberwolves,"$6,216,840",2018
577,Spencer Hawes, PF,Milwaukee Bucks,"$6,061,175",2018
578,Josh McRoberts, PF,Dallas Mavericks,"$6,021,175",2018
579,Shelvin Mack, PG,Orlando Magic,"$6,000,000",2018
580,Jonathon Simmons, SF,Orlando Magic,"$6,000,000",2018
581,Alan Williams, PF,Phoenix Suns,"$6,000,000",2018
582,Ish Smith, PG,Detroit Pistons,"$6,000,000",2018
583,Wesley Johnson, SF,LA Clippers,"$5,882,260",2018
584,Alex Abrines, G,Oklahoma City Thunder,"$5,725,000",2018
585,Kristaps Porzingis, PF,New York Knicks,"$5,697,054",2018
586,Jayson Tatum, SF,Boston Celtics,"$5,645,400",2018
587,Jared Sullinger, C,Phoenix Suns,"$5,628,000",2018
588,Brandon Ingram, SF,Los Angeles Lakers,"$5,519,400",2018
589,Patrick Beverley, PG,LA Clippers,"$5,513,514",2018
590,Thabo Sefolosha, SF,Utah Jazz,"$5,500,000",2018
591,Luis Scola, F,Shanghai Sharks,"$5,500,000",2018
592,Jason Smith, PF,Washington Wizards,"$5,450,000",2018
593,Ben McLemore, G,Memphis Grizzlies,"$5,200,000",2018
594,Patrick Patterson, PF,Oklahoma City Thunder,"$5,192,000",2018
595,Nick Young, G,Golden State Warriors,"$5,192,000",2018
596,Josh Jackson, SF,Phoenix Suns,"$5,090,040",2018
597,C.J. Watson, PG,Orlando Magic,"$5,000,000",2018
598,Dirk Nowitzki, PF,Dallas Mavericks,"$5,000,000",2018
599,Marcus Morris, PF,Boston Celtics,"$5,000,000",2018
600,Dante Exum, PG,Utah Jazz,"$4,992,385",2018
601,Jonathan Isaac, PF,Orlando Magic,"$4,969,080",2018
602,Alexis Ajinca, C,LA Clippers,"$4,961,798",2018
603,Jaylen Brown, SG,Boston Celtics,"$4,956,480",2018
604,Mike Dunleavy, SG,Atlanta Hawks,"$4,837,500",2018
605,Kyle Singler, F,Oklahoma City Thunder,"$4,666,500",2018
606,De'Aaron Fox, PG,Sacramento Kings,"$4,609,200",2018
607,Ron Baker, G,New York Knicks,"$4,544,000",2018
608,Lauri Markkanen, PF,Chicago Bulls,"$4,536,120",2018
609,Dragan Bender, PF,Phoenix Suns,"$4,468,800",2018
610,Devin Harris, PG,Denver Nuggets,"$4,402,546",2018
611,Justin Holiday, SF,Chicago Bulls,"$4,384,616",2018
612,Greivis Vasquez, PG,Brooklyn Nets,"$4,347,826",2018
613,Jamal Crawford, SG,Minnesota Timberwolves,"$4,328,000",2018
614,Emmanuel Mudiay, PG,New York Knicks,"$4,294,480",2018
615,Kris Dunn, PG,Chicago Bulls,"$4,221,000",2018
616,Nerlens Noel, PF,Dallas Mavericks,"$4,187,599",2018
617,Alex Len, C,Phoenix Suns,"$4,187,599",2018
618,Frank Ntilikina, PG,New York Knicks,"$4,155,720",2018
619,Julius Randle, C,Los Angeles Lakers,"$4,149,242",2018
620,Jordan Hill, C,Minnesota Timberwolves,"$4,000,000",2018
621,Leandro Barbosa, G,Flamengo Flamengo,"$4,000,000",2018
622,Jonas Jerebko, PF,Utah Jazz,"$4,000,000",2018
623,Nemanja Bjelica, PF,Minnesota Timberwolves,"$3,949,999",2018
624,Stanley Johnson, SF,Detroit Pistons,"$3,940,402",2018
625,J.J. Barea, PG,Dallas Mavericks,"$3,903,900",2018
626,Quincy Pondexter, SF,Chicago Bulls,"$3,853,931",2018
627,Willie Cauley-Stein, C,Sacramento Kings,"$3,704,160",2018
628,Buddy Hield, SG,Sacramento Kings,"$3,675,480",2018
629,Frank Kaminsky, PF,Charlotte Hornets,"$3,627,842",2018
630,Drew Gooden, PF,Washington Wizards,"$3,547,000",2018
631,Will Barton, SG,Denver Nuggets,"$3,533,333",2018
632,Paul Pierce, SF,LA Clippers,"$3,527,920",2018
633,Mike Miller, SG,Denver Nuggets,"$3,500,000",2018
634,Nene Hilario, C,Houston Rockets,"$3,477,600",2018
635,Zaza Pachulia, C,Golden State Warriors,"$3,477,600",2018
636,Jodie Meeks, SG,Washington Wizards,"$3,454,500",2018
637,Justise Winslow, SF,Miami Heat,"$3,448,926",2018
638,Malik Monk, SG,Charlotte Hornets,"$3,447,480",2018
639,Myles Turner, C,Indiana Pacers,"$3,410,284",2018
640,Troy Daniels, SG,Phoenix Suns,"$3,408,520",2018
641,Jamal Murray, PG,Denver Nuggets,"$3,355,320",2018
642,Elfrid Payton, PG,Phoenix Suns,"$3,332,340",2018
643,Rajon Rondo, PG,New Orleans Pelicans,"$3,300,000",2018
644,Doug McDermott, SF,New York Knicks,"$3,294,994",2018
645,Anthony Tolliver, PF,Detroit Pistons,"$3,290,000",2018
646,Tyreke Evans, SG,Memphis Grizzlies,"$3,290,000",2018
647,Tarik Black, C,Houston Rockets,"$3,290,000",2018
648,Luke Kennard, SG,Detroit Pistons,"$3,275,280",2018
649,Cameron Payne, G,Chicago Bulls,"$3,263,294",2018
650,Dennis Smith Jr., PG,Dallas Mavericks,"$3,218,280",2018
651,Kelly Oubre Jr., SF,Washington Wizards,"$3,208,630",2018
652,Ekpe Udoh, C,Utah Jazz,"$3,200,000",2018
653,T.J. Warren, SF,Phoenix Suns,"$3,152,931",2018
654,Marquese Chriss, PF,Phoenix Suns,"$3,073,800",2018
655,Zach Collins, PF,Portland Trail Blazers,"$3,057,240",2018
656,Seth Curry, SG,Portland Trail Blazers,"$3,028,410",2018
657,Mindaugas Kuzminskas, F,New York Knicks,"$3,025,035",2018
658,Justin Hamilton, C,Beijing Ducks,"$3,000,000",2018
659,Tomas Satoransky, SG,Washington Wizards,"$3,000,000",2018
660,Tibor Pleiss, C,Philadelphia 76ers,"$3,000,000",2018
661,Bam Adebayo, C,Miami Heat,"$2,955,840",2018
662,Jakob Poeltl, C,Toronto Raptors,"$2,947,320",2018
663,Jusuf Nurkic, C,Portland Trail Blazers,"$2,947,305",2018
664,Thon Maker, PF,Milwaukee Bucks,"$2,799,720",2018
665,Cedi Osman, SF,Cleveland Cavaliers,"$2,775,000",2018
666,Domantas Sabonis, PF,Indiana Pacers,"$2,659,800",2018
667,Jerian Grant, PG,Chicago Bulls,"$2,639,314",2018
668,Donovan Mitchell, SG,Utah Jazz,"$2,621,280",2018
669,Gary Harris, SG,Denver Nuggets,"$2,550,055",2018
670,Delon Wright, PG,Toronto Raptors,"$2,536,898",2018
671,D.J. Wilson, PF,Milwaukee Bucks,"$2,534,280",2018
672,Dario Saric, PF,Philadelphia 76ers,"$2,526,840",2018
673,Taurean Prince, SF,Atlanta Hawks,"$2,526,840",2018
674,Justin Anderson, SG,Philadelphia 76ers,"$2,516,048",2018
675,Manu Ginobili, G,San Antonio Spurs,"$2,500,000",2018
676,Reggie Bullock, SG,Detroit Pistons,"$2,500,000",2018
677,Bobby Portis, PF,Chicago Bulls,"$2,494,346",2018
678,Rondae Hollis-Jefferson, SF,Brooklyn Nets,"$2,470,357",2018
679,Bruno Caboclo, SF,Toronto Raptors,"$2,451,225",2018
680,Kendrick Perkins, C,Cleveland Cavaliers,"$2,445,085",2018
681,Trey Lyles, PF,Denver Nuggets,"$2,441,400",2018
682,T.J. Leaf, PF,Indiana Pacers,"$2,407,560",2018
683,Justin Jackson, SF,Sacramento Kings,"$2,365,560",2018
684,Shabazz Napier, PG,Portland Trail Blazers,"$2,361,360",2018
685,Clint Capela, C,Houston Rockets,"$2,334,528",2018
686,Devin Booker, SG,Phoenix Suns,"$2,319,360",2018
687,John Collins, PF,Atlanta Hawks,"$2,299,080",2018
688,Denzel Valentine, SG,Chicago Bulls,"$2,280,600",2018
689,Larry Nance Jr., PF,Los Angeles Lakers,"$2,272,391",2018
690,Justin Patton, C,Minnesota Timberwolves,"$2,247,480",2018
691,Guerschon Yabusele, PF,Boston Celtics,"$2,247,480",2018
692,Brandon Jennings, G,Milwaukee Bucks,"$2,222,803",2018
693,Mo Williams, PG,Denver Nuggets,"$2,194,500",2018
694,Kyle Anderson, SF,San Antonio Spurs,"$2,151,704",2018
695,Darius Miller, SF,New Orleans Pelicans,"$2,100,000",2018
696,Juan Hernangomez, PF,Denver Nuggets,"$2,076,840",2018
697,Sean Kilpatrick, G,Brooklyn Nets,"$2,054,856",2018
698,Kendall Marshall, PG,Milwaukee Bucks,"$2,048,257",2018
699,OG Anunoby, SF,Toronto Raptors,"$2,034,120",2018
700,Jarrett Allen, C,Brooklyn Nets,"$2,034,120",2018
701,Terry Rozier, PG,Boston Celtics,"$1,988,520",2018
702,Kevin Seraphin, C,Indiana Pacers,"$1,974,159",2018
703,Ante Zizic, C,Cleveland Cavaliers,"$1,952,760",2018
704,Tyler Zeller, C,Brooklyn Nets,"$1,933,941",2018
705,Rashad Vaughn, G,Orlando Magic,"$1,889,040",2018
706,Harry Giles, PF,Sacramento Kings,"$1,859,400",2018
707,Henry Ellenson, PF,Detroit Pistons,"$1,857,480",2018
708,Eric Moreland, C,Detroit Pistons,"$1,826,300",2018
709,Sam Dekker, SF,LA Clippers,"$1,794,600",2018
710,Terrance Ferguson, SG,Oklahoma City Thunder,"$1,785,000",2018
711,Furkan Korkmaz, SG,Philadelphia 76ers,"$1,740,000",2018
712,Caris LeVert, SG,Brooklyn Nets,"$1,702,800",2018
713,Malik Beasley, SG,Denver Nuggets,"$1,700,640",2018
714,Spencer Dinwiddie, PG,Brooklyn Nets,"$1,656,092",2018
715,Julyan Stone, G,Charlotte Hornets,"$1,656,092",2018
716,DeAndre' Bembry, SF,Atlanta Hawks,"$1,634,640",2018
717,T.J. McConnell, PG,Philadelphia 76ers,"$1,600,520",2018
718,Richaun Holmes, PF,Philadelphia 76ers,"$1,600,520",2018
719,Dwight Buycks, G,Detroit Pistons,"$1,600,520",2018
720,Tyler Lydon, PF,Denver Nuggets,"$1,579,440",2018
721,Ryan Kelly, PF,Atlanta Hawks,"$1,577,230",2018
722,Archie Goodwin, SG,Portland Trail Blazers,"$1,577,230",2018
723,Jeff Withey, C,Dallas Mavericks,"$1,577,230",2018
724,Malachi Richardson, G,Toronto Raptors,"$1,569,360",2018
725,Caron Butler, SF,Sacramento Kings,"$1,551,659",2018
726,Pascal Siakam, PF,Toronto Raptors,"$1,544,951",2018
727,Willy Hernangomez, C,Charlotte Hornets,"$1,544,951",2018
728,Okaro White, F,Miami Heat,"$1,544,951",2018
729,Malcolm Brogdon, PG,Milwaukee Bucks,"$1,544,951",2018
730,Quinn Cook, PG,Golden State Warriors,"$1,544,951",2018
731,Troy Williams, SF,New York Knicks,"$1,544,951",2018
732,Isaiah Taylor, G,Atlanta Hawks,"$1,544,951",2018
733,Mitch McGary, PF,Oklahoma City Thunder,"$1,526,040",2018
734,Jerami Grant, SF,Oklahoma City Thunder,"$1,524,305",2018
735,Johnny O'Bryant III, PF,Charlotte Hornets,"$1,524,305",2018
736,Tyler Ennis, G,Los Angeles Lakers,"$1,524,305",2018
737,Marcelo Huertas, PG,Houston Rockets,"$1,500,000",2018
738,Aaron Brooks, G,Minnesota Timberwolves,"$1,471,382",2018
739,Nick Collison, F,Oklahoma City Thunder,"$1,471,382",2018
740,KJ McDaniels, F,Oklahoma City Thunder,"$1,471,382",2018
741,Omri Casspi, F,Golden State Warriors,"$1,471,382",2018
742,Mario Chalmers, G,Memphis Grizzlies,"$1,471,382",2018
743,Raul Neto, PG,Utah Jazz,"$1,471,382",2018
744,Chris McCullough, F,Washington Wizards,"$1,471,382",2018
745,Jeremy Evans, F,Atlanta Hawks,"$1,471,382",2018
746,Caleb Swanigan, PF,Portland Trail Blazers,"$1,465,920",2018
747,Jordan Adams, SG,Memphis Grizzlies,"$1,465,080",2018
748,Richard Jefferson, F,Denver Nuggets,"$1,454,756",2018
749,Kyle Kuzma, PF,Los Angeles Lakers,"$1,423,560",2018
750,Tony Bradley, C,Utah Jazz,"$1,414,920",2018
751,Derrick White, PG,San Antonio Spurs,"$1,404,600",2018
752,Josh Hart, SG,Los Angeles Lakers,"$1,394,520",2018
753,Timothe Luwawu-Cabarrot, SG,Philadelphia 76ers,"$1,386,600",2018
754,Josh Smith, PF,New Orleans Pelicans,"$1,379,940",2018
755,Sterling Brown, SG,Milwaukee Bucks,"$1,378,242",2018
756,Dwayne Bacon, SG,Charlotte Hornets,"$1,378,242",2018
757,Tyler Dorsey, SG,Atlanta Hawks,"$1,378,242",2018
758,Antonius Cleveland, G,Dallas Mavericks,"$1,378,242",2018
759,Damyean Dotson, SG,New York Knicks,"$1,378,242",2018
760,Alex Poythress, SF,Indiana Pacers,"$1,378,242",2018
761,Guillermo Hernangomez, C,New York Knicks,"$1,350,000",2018
762,Sasha Kaun, C,Philadelphia 76ers,"$1,333,240",2018
763,Brice Johnson, PF,Memphis Grizzlies,"$1,331,160",2018
764,Kyle Wiltjer, F,Toronto Raptors,"$1,312,611",2018
765,Patrick McCaw, SG,Golden State Warriors,"$1,312,611",2018
766,Carrick Felix, SG,Washington Wizards,"$1,312,611",2018
767,Chasson Randle, PG,Washington Wizards,"$1,312,611",2018
768,Daniel Ochefu, PF,Washington Wizards,"$1,312,611",2018
769,Chinanu Onuaku, C,Houston Rockets,"$1,312,611",2018
770,Jake Layman, SF,Portland Trail Blazers,"$1,312,611",2018
771,Yogi Ferrell, PG,Dallas Mavericks,"$1,312,611",2018
772,Marcus Georges-Hunt, F,Minnesota Timberwolves,"$1,312,611",2018
773,Nicolas Brussino, SF,Atlanta Hawks,"$1,312,611",2018
774,Khris Middleton, SF,Milwaukee Bucks,"$1,300,000",2018
775,Semi Ojeleye, PF,Boston Celtics,"$1,291,892",2018
776,Livio Jean-Charles, SF,San Antonio Spurs,"$1,188,840",2018
777,Frank Mason III, PG,Sacramento Kings,"$1,184,385",2018
778,Abdel Nader, SF,Boston Celtics,"$1,167,333",2018
779,Tony Wroten, SG,Memphis Grizzlies,"$1,050,961",2018
780,John Jenkins, SG,New York Knicks,"$1,050,961",2018
781,Chris Johnson, SG,Houston Rockets,"$1,050,961",2018
782,Anthony Bennett, PF,Phoenix Suns,"$1,015,696",2018
783,Andrew Goudelock, PG,Houston Rockets,"$1,015,696",2018
784,Isaiah Canaan, PG,Phoenix Suns,"$997,547",2018
785,Anderson Varejao, C,Flamengo Flamengo,"$980,431",2018
786,Phil Pressey, PG,Golden State Warriors,"$980,431",2018
787,Rasual Butler, SF,Minnesota Timberwolves,"$980,431",2018
788,Arinze Onuaku, PF,Orlando Magic,"$980,431",2018
789,Chris Wright, SF,Oklahoma City Thunder,"$980,431",2018
790,Jarnell Stokes, C,Memphis Grizzlies,"$980,431",2018
791,Greg Stiemsma, C,Portland Trail Blazers,"$980,431",2018
792,Marcus Thornton, SG,Brooklyn Nets,"$980,431",2018
793,Lou Amundson, PF,New York Knicks,"$980,431",2018
